n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
300,5,0.05,0.8,0.7872081445669091,0.5588675055107549,UP,0.7779241800308228,0.22207581996917725
300,3,0.1,1.0,0.7879390909611,0.5446357404750518,UP,0.8155056238174438,0.18449437618255615
150,5,0.1,1.0,0.7900444598480189,0.5500750342189021,UP,0.8773763179779053,0.12262368202209473
100,5,0.1,0.5,0.7910124625867523,0.5460072450623086,UP,0.7818788290023804,0.21812117099761963
250,9,0.03,1.0,0.7910728653064978,0.5581886244825937,UP,0.8740325570106506,0.12596744298934937
250,3,0.1,0.8,0.7911672559821262,0.541944952918089,UP,0.8406609892845154,0.15933901071548462
200,7,0.05,0.8,0.7913472905679636,0.5500667887003413,UP,0.8412836790084839,0.1587163209915161
200,7,0.05,0.5,0.7924156424843343,0.5345019981639979,UP,0.7164695858955383,0.28353041410446167
100,7,0.1,1.0,0.7931998069846443,0.5662967177339117,UP,0.7738736867904663,0.2261263132095337
300,9,0.03,0.5,0.7937143694412189,0.5541345778569348,UP,0.8264544010162354,0.17354559898376465
300,5,0.05,0.5,0.7971819278461657,0.5541208353260003,UP,0.8874512314796448,0.11254876852035522
300,9,0.03,0.8,0.7974236080500402,0.5548052133665352,UP,0.8156503438949585,0.1843496561050415
200,9,0.05,0.5,0.7976342013452614,0.5554868429008833,UP,0.7713783383369446,0.22862166166305542
250,3,0.1,0.5,0.7981319128936036,0.5493961531907408,UP,0.8498826622962952,0.15011733770370483
150,9,0.05,1.0,0.7983711495659837,0.5656398247552455,UP,0.8529205322265625,0.1470794677734375
200,7,0.05,1.0,0.7987881594367915,0.5588702540169418,UP,0.8136529326438904,0.18634706735610962
100,9,0.1,0.5,0.8038769905946457,0.5541373263631216,DOWN,0.3625079393386841,0.6374920606613159
200,9,0.05,0.8,0.8057649859153689,0.5446467344997994,UP,0.8865216374397278,0.11347836256027222
300,3,0.1,0.8,0.8097944355673071,0.5412660718899278,UP,0.8635933995246887,0.13640660047531128
150,5,0.1,0.8,0.811971399440324,0.5399055613274185,UP,0.6267455220222473,0.3732544779777527
100,7,0.1,0.5,0.812224028159742,0.546020987593243,DOWN,0.49794095754623413,0.5020590424537659
300,3,0.1,0.5,0.8123119102770348,0.5548107103789092,UP,0.8585723042488098,0.14142769575119019
300,9,0.03,1.0,0.8123860941838185,0.5595491350451028,UP,0.8907504081726074,0.10924959182739258
50,7,0.2,1.0,0.8133446769969496,0.549393404684554,UP,0.9634494781494141,0.03655052185058594
100,7,0.1,0.8,0.8142287607200468,0.5392239317930705,UP,0.8436232209205627,0.15637677907943726
250,7,0.05,0.8,0.8153745808559498,0.5433054634805983,UP,0.8740186095237732,0.1259813904762268
250,7,0.05,0.5,0.8177908508893895,0.5365303957299208,UP,0.7480118274688721,0.25198817253112793
200,3,0.2,1.0,0.8182815439411995,0.5500722857127152,UP,0.9144231677055359,0.08557683229446411
150,3,0.2,0.8,0.8207915896549346,0.5378744152553088,UP,0.8187239766120911,0.18127602338790894
250,9,0.05,0.5,0.822210324615405,0.5561684724352315,UP,0.7953578233718872,0.2046421766281128
250,7,0.05,1.0,0.8226318491642771,0.5548107103789092,UP,0.8321132659912109,0.16788673400878906
200,5,0.1,1.0,0.8235745354679871,0.5480466366529791,UP,0.884234607219696,0.11576539278030396
100,9,0.1,0.8,0.8253901977077529,0.5419394559057152,UP,0.7595957517623901,0.24040424823760986
100,9,0.1,1.0,0.8261141752891369,0.5588702540169418,UP,0.9043451547622681,0.09565484523773193
150,5,0.1,0.5,0.8290609049890681,0.5473622586124441,UP,0.8348000645637512,0.16519993543624878
200,9,0.05,1.0,0.8297273179689296,0.5588702540169418,UP,0.8964991569519043,0.1035008430480957
150,7,0.1,1.0,0.8317107300999576,0.5663049632524723,UP,0.8512323498725891,0.1487676501274109
100,5,0.2,1.0,0.8338587786987658,0.5514135567319163,UP,0.930293083190918,0.06970691680908203
250,9,0.05,0.8,0.8340042996452445,0.5419477014242758,UP,0.9045786261558533,0.09542137384414673
300,7,0.05,0.5,0.834943939645513,0.5331387390953016,UP,0.7623939514160156,0.23760604858398438
50,5,0.2,0.5,0.8351387013205906,0.5460292331118037,UP,0.807217538356781,0.192782461643219
50,9,0.2,1.0,0.8379852367290267,0.5358515147017596,UP,0.8667037487030029,0.13329625129699707
300,7,0.05,0.8,0.8386092948861797,0.546683377584283,UP,0.890160322189331,0.10983967781066895
50,7,0.2,0.8,0.8395709800322552,0.5419559469428367,UP,0.834517776966095,0.16548222303390503
300,9,0.05,0.5,0.8403724990928266,0.5561657239290446,UP,0.8214845061302185,0.1785154938697815
150,9,0.1,0.5,0.8415161054076484,0.5595518835512898,UP,0.5579121708869934,0.4420878291130066
